Data;Débito;Crédito;Valor;Histórico;Complemento
12/05/2025;617;793;250;;RIFA
12/05/2025;617;793;250;;RIFA
12/05/2025;617;793;60;;RIFA
12/05/2025;617;793;599,48;;TROCO SOLIDÁRIO
12/05/2025;617;793;500;;RIFA
12/05/2025;565;617;29;;CESTA DE RELACIONAMENTO
12/05/2025;617;793;0,88;;TROCO SOLIDÁRIO
12/05/2025;617;793;2,88;;TROCO SOLIDÁRIO
12/05/2025;617;793;3,51;;TROCO SOLIDÁRIO
12/05/2025;617;793;7,47;;TROCO SOLIDÁRIO
12/05/2025;617;793;1,58;;TROCO SOLIDÁRIO
12/05/2025;617;793;5,28;;TROCO SOLIDÁRIO
12/05/2025;617;793;12,62;;TROCO SOLIDÁRIO
12/05/2025;617;793;2,28;;TROCO SOLIDÁRIO
12/05/2025;617;793;1,79;;TROCO SOLIDÁRIO
12/05/2025;617;793;0,93;;TROCO SOLIDÁRIO
12/05/2025;617;793;5,05;;TROCO SOLIDÁRIO
12/05/2025;617;793;3,54;;TROCO SOLIDÁRIO
12/05/2025;617;793;6,23;;TROCO SOLIDÁRIO
12/05/2025;617;793;1,03;;TROCO SOLIDÁRIO
12/05/2025;617;793;5,76;;TROCO SOLIDÁRIO
12/05/2025;617;793;0,62;;TROCO SOLIDÁRIO
12/05/2025;714;617;178,82;;L I G SISTEMA
12/05/2025;480;617;180;;TONNER
12/05/2025;617;793;800;;RIFA
13/05/2025;617;793;60;;BINGO
13/05/2025;617;793;60;;BINGO
13/05/2025;617;793;70;;RIFA
13/05/2025;617;793;60;;BINGO
13/05/2025;617;793;30;;RIFA
13/05/2025;617;793;250;;RIFA
14/05/2025;807;617;129,99;;VIVO
14/05/2025;83;617;500;;ACORDO TRABALHISTA
14/05/2025;83;617;500;;ACORDO TRABALHISTA
14/05/2025;83;617;500;;ACORDO TRABALHISTA
14/05/2025;83;617;500;;ACORDO TRABALHISTA
14/05/2025;83;617;500;;ACORDO TRABALHISTA
14/05/2025;83;617;500;;ACORDO TRABALHISTA
14/05/2025;83;617;500;;ACORDO TRABALHISTA
14/05/2025;83;617;500;;ACORDO TRABALHISTA
14/05/2025;565;617;9;;DOC/TED INTERNET PJ
14/05/2025;565;617;9;;DOC/TED INTERNET PJ
14/05/2025;565;617;9;;DOC/TED INTERNET PJ
14/05/2025;565;617;9;;DOC/TED INTERNET PJ
14/05/2025;565;617;9;;DOC/TED INTERNET PJ
14/05/2025;565;617;9;;DOC/TED INTERNET PJ
15/05/2025;480;617;1.424,05;;MAGALUPLAY
15/05/2025;617;786;50;;MENSALIDADE
15/05/2025;617;793;30;;BINGO
16/05/2025;577;617;261,58;;TAXA ALVARÁ DE LICENÇA BS
16/05/2025;617;793;700;;RIFA
19/05/2025;617;793;20;;RIFA
19/05/2025;617;793;20;;BRECHO
19/05/2025;617;793;50;;RIFA
19/05/2025;474;617;466,52;;CORSAN
19/05/2025;171;617;1.795,72;;INSS
19/05/2025;160;617;361,06;;ADIANTAMENTO SALARIAL
19/05/2025;160;617;361,06;;ADIANTAMENTO SALARIAL
19/05/2025;160;617;361,06;;ADIANTAMENTO SALARIAL
19/05/2025;489;617;182,5;;ATIVA MEDICINA
19/05/2025;489;617;345,64;;ATIVA MEDICINA
19/05/2025;565;617;9;;DOC/TED INTERNET PJ
19/05/2025;565;617;9;;DOC/TED INTERNET PJ
19/05/2025;565;617;9;;DOC/TED INTERNET PJ
20/05/2025;617;793;45;;BINGO
23/05/2025;815;617;480;;COMPRA DE COROA DE FLORES
23/05/2025;617;793;1.250,00;;RIFA
23/05/2025;617;793;90;;BINGO
23/05/2025;617;793;45;;BINGO
23/05/2025;498;617;164,3;;ALIMENTAÇÃO
23/05/2025;617;793;60;;BINGO
23/05/2025;617;793;36;;BINGO
23/05/2025;617;793;30;;BINGO
23/05/2025;617;793;21;;BINGO
23/05/2025;617;793;36;;BINGO
26/05/2025;617;793;244,28;;BINGO
26/05/2025;617;793;159,58;;BINGO
26/05/2025;617;793;15;;BINGO
26/05/2025;617;793;340;;BINGO
27/05/2025;565;617;9;;DOC/TED INTERNET PJ
30/05/2025;617;793;300;;PATROCINIO
27/05/2025;498;5;29,1;;ALIMENTAÇÃO
30/05/2025;498;5;27,07;;ALIMENTAÇÃO
31/05/2025;481;5;115;;MANUTENÇÃO E CONSERVAÇÃO
31/05/2025;500;5;103,5;;PRATOS DESCARTAVEIS
21/05/2025;500;5;120;;GÁS
21/05/2025;481;5;80;;MANUTENÇÃO E CONSERVAÇÃO
12/05/2025;481;5;12;;MANUTENÇÃO E CONSERVAÇÃO
14/05/2025;480;5;107,45;;CASA DO PAPEL
14/05/2025;481;5;159,9;;MANUTENÇÃO E CONSERVAÇÃO
16/05/2025;479;5;59,22;;MATERIAL DE LIMPEZA
07/05/2025;479;5;126,13;;MATERIAL DE LIMPEZA
05/05/2025;481;5;150;;MANUTENÇÃO E CONSERVAÇÃO
12/05/2025;498;810;848,25;;ALIMENTAÇÃO
09/05/2025;5;786;1.200,00;;MENSALIDADE
12/05/2025;565;810;14,1;;TARIFA PIX
12/05/2025;498;810;577,17;;ALIMENTAÇÃO
12/05/2025;810;811;1.500,00;;BB CDB DI
13/05/2025;810;811;52,35;;BB CDB DI
16/05/2025;480;810;124,9;;CASA DO PAPEL
16/05/2025;480;810;91,41;;CASA DO PAPEL
16/05/2025;480;810;1.157,16;;CASA DO PAPEL
16/05/2025;480;810;170;;MAGALUPLAY
16/05/2025;810;811;1.500,00;;BB CDB DI
19/05/2025;810;811;54,84;;BB CDB DI
19/05/2025;498;810;1.360,31;;ALIMENTAÇÃO
19/05/2025;565;810;10;;TARIFA PIX
19/05/2025;810;811;1.000,00;;BB CDB DI
20/05/2025;810;811;36,98;;BB CDB DI
05/05/2025;615;5;342,3;;DEVOLUÇÃO TED
05/05/2025;615;776;8.050,00;;RESGATE AUTOMATICO
05/05/2025;565;615;12;;TARIFA DOC/TED
05/05/2025;565;615;12;;TARIFA DOC/TED
05/05/2025;565;615;12;;TARIFA DOC/TED
05/05/2025;565;615;12;;TARIFA DOC/TED
05/05/2025;565;615;12;;TARIFA DOC/TED
05/05/2025;565;615;12;;TARIFA DOC/TED
05/05/2025;565;615;12;;TARIFA DOC/TED
05/05/2025;565;615;12;;TARIFA DOC/TED
05/05/2025;565;615;12;;TARIFA DOC/TED
06/05/2025;465;615;342,3;;VALE TRANSPORTE
05/05/2025;465;615;342,3;;VALE TRANSPORTE
05/05/2025;465;615;342,3;;VALE TRANSPORTE
05/05/2025;465;615;340,2;;VALE TRANSPORTE
05/05/2025;160;615;629,31;;PAGAMENTO DE SALÁRIOS
05/05/2025;160;615;2.106,90;;PAGAMENTO DE SALÁRIOS
05/05/2025;160;615;1.421,06;;PAGAMENTO DE SALÁRIOS
05/05/2025;160;615;1.001,52;;PAGAMENTO DE SALÁRIOS
05/05/2025;160;615;869,25;;PAGAMENTO DE SALÁRIOS
05/05/2025;160;615;761,25;;PAGAMENTO DE SALÁRIOS
05/05/2025;160;615;168,7;;PAGAMENTO DE SALÁRIOS
06/05/2025;615;776;350;;RESGATE AUTOMATICO
06/05/2025;565;615;12;;TARIFA DOC/TED
08/05/2025;465;615;342,3;;VALE TRANSPORTE
08/05/2025;615;776;300;;RESGATE AUTOMATICO
08/05/2025;565;615;12;;TARIFA DOC/TED
08/05/2025;465;615;277,1;;VALE TRANSPORTE
09/05/2025;615;776;1.700,00;;RESGATE AUTOMATICO
09/05/2025;565;615;12;;TARIFA DOC/TED
09/05/2025;489;615;1.675,00;;PGTO PRO SOCIAL LOTARIO
13/05/2025;615;776;50;;RESGATE AUTOMATICO
13/05/2025;565;615;50;;RENOVAÇÃO DE CADASTRO
19/05/2025;615;776;8.500,00;;RESGATE AUTOMATICO
19/05/2025;489;615;645;;SERVIÇOS DE TERCEIROS PESSOA JURIDICA
19/05/2025;565;615;12;;TARIFA DOC/TED
19/05/2025;565;615;12;;TARIFA DOC/TED
19/05/2025;565;615;12;;TARIFA DOC/TED
19/05/2025;565;615;12;;TARIFA DOC/TED
19/05/2025;565;615;12;;TARIFA DOC/TED
19/05/2025;565;615;12;;TARIFA DOC/TED
19/05/2025;160;615;580;;ADIANTAMENTO SALARIAL
19/05/2025;160;615;1.917,66;;ADIANTAMENTO SALARIAL
19/05/2025;160;615;1.278,44;;ADIANTAMENTO SALARIAL
19/05/2025;160;615;870;;ADIANTAMENTO SALARIAL
19/05/2025;160;615;580;;ADIANTAMENTO SALARIAL
19/05/2025;160;615;580;;ADIANTAMENTO SALARIAL
19/05/2025;160;615;385,6;;ADIANTAMENTO SALARIAL
19/05/2025;172;615;1.570,90;;FGTS
20/05/2025;565;615;2,5;;TRANSFERENCIA DE RECURSO
28/05/2025;615;808;38.669,56;;REPASSE PROJETO PRO SOCIAL
28/05/2025;776;615;38.715,04;;APLICAÇÃO AUTOMATICA
27/05/2025;801;617;195;;TRANSFERENCIA ENTRE CONTAS PAGAMENTO DE TAXAS
27/05/2025;815;801;3,81;;GUIA ARRECADAÇÃO
07/05/2025;160;812;710,51;;ADIANTAMENTO SALARIAL
07/05/2025;812;814;1.036,51;;RESGATE AUTOMATICO
08/05/2025;812;814;260,1;;RESGATE AUTOMATICO
19/05/2025;812;814;1.102,00;;RESGATE AUTOMATICO
20/05/2025;617;793;30;;BINGO
13/05/2025;617;5;410;;RECEBIDO
27/05/2025;565;801;65;;TARIFA BANCARIA
27/05/2025;565;801;65;;TARIFA BANCARIA
27/05/2025;565;801;65;;TARIFA BANCARIA
23/05/2025;800;793;8;;BINGO
23/05/2025;800;793;55;;BINGO
05/05/2025;7;12;68,4;;RESGATE TARIFA MANUTENÇÃO CONTA
05/05/2025;565;7;68,4;;TARIFA MANUTENÇÃO CONTA
12/05/2025;565;800;29;;CESTA DE RELACIONAMENTO
23/05/2025;800;793;18;;BINGO
23/05/2025;800;793;26;;BINGO
23/05/2025;800;793;11;;BINGO
23/05/2025;800;793;8;;BINGO
23/05/2025;800;793;15;;BINGO
23/05/2025;800;793;3;;BINGO
23/05/2025;800;793;15;;BINGO
22/04/2025;474;617;296,92;;PAGTO CORSAN
30/06/2025;468;172;75,96;;FGTS folha normal 06/2025 col.:20 - ANDREIA CRISTINA SANTOS DE OLIVEIRA
30/06/2025;;171;71,21;;91005 - INSS 06/2025 col.:20 - ANDREIA CRISTINA SANTOS DE OLIVEIRA
30/06/2025;456;;63,31;;2005 - Atestado 06/2025 col.:20 - ANDREIA CRISTINA SANTOS DE OLIVEIRA
30/06/2025;;33;379,83;;903 - Adiantamento sem ded. IR 06/2025 col.:20 - ANDREIA CRISTINA SANTOS DE OLIVEIRA
30/06/2025;;456;56,97;;803 - Vale transporte 06/2025 col.:20 - ANDREIA CRISTINA SANTOS DE OLIVEIRA
30/06/2025;456;;886,27;;5 - Salário mensalista 06/2025 col.:20 - ANDREIA CRISTINA SANTOS DE OLIVEIRA
30/06/2025;;160;441,57;;Líquido Folha normal 06/2025 col.:20 - ANDREIA CRISTINA SANTOS DE OLIVEIRA
30/06/2025;468;172;116;;FGTS folha normal 06/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/06/2025;;171;108,75;;91005 - INSS 06/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/06/2025;;33;580;;903 - Adiantamento sem ded. IR 06/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/06/2025;;456;87;;803 - Vale transporte 06/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/06/2025;456;;1.450,00;;5 - Salário mensalista 06/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/06/2025;;160;674,25;;Líquido Folha normal 06/2025 col.:25 - MARIA LUIZA DUTRA MATTOS
30/06/2025;468;172;122,03;;FGTS folha normal 06/2025 col.:23 - IANA SILVA DE FREITAS
30/06/2025;;171;114,51;;91005 - INSS 06/2025 col.:23 - IANA SILVA DE FREITAS
30/06/2025;;33;610,16;;903 - Adiantamento sem ded. IR 06/2025 col.:23 - IANA SILVA DE FREITAS
30/06/2025;;456;91,52;;803 - Vale transporte 06/2025 col.:23 - IANA SILVA DE FREITAS
30/06/2025;456;;1.525,40;;5 - Salário mensalista 06/2025 col.:23 - IANA SILVA DE FREITAS
30/06/2025;;160;709,21;;Líquido Folha normal 06/2025 col.:23 - IANA SILVA DE FREITAS
30/06/2025;468;172;97,35;;FGTS folha normal 06/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/06/2025;;171;91,27;;91005 - INSS 06/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/06/2025;;33;405,65;;903 - Adiantamento sem ded. IR 06/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/06/2025;;456;60,85;;803 - Vale transporte 06/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/06/2025;456;;202,83;;203 - Adicional insalubridade 06/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/06/2025;456;;1.014,13;;5 - Salário mensalista 06/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/06/2025;;160;659,19;;Líquido Folha normal 06/2025 col.:22 - IOLANDA AZEVEDO DUARTE
30/06/2025;468;172;122,03;;FGTS folha normal 06/2025 col.:21 - MONICA SULZBACHER
30/06/2025;;171;114,51;;91005 - INSS 06/2025 col.:21 - MONICA SULZBACHER
30/06/2025;171;;130;;95005 - Salário família 06/2025 col.:21 - MONICA SULZBACHER
30/06/2025;;33;610,16;;903 - Adiantamento sem ded. IR 06/2025 col.:21 - MONICA SULZBACHER
30/06/2025;;456;91,52;;803 - Vale transporte 06/2025 col.:21 - MONICA SULZBACHER
30/06/2025;456;;1.525,40;;5 - Salário mensalista 06/2025 col.:21 - MONICA SULZBACHER
30/06/2025;;160;839,21;;Líquido Folha normal 06/2025 col.:21 - MONICA SULZBACHER
30/06/2025;468;172;75,96;;FGTS folha normal 06/2025 col.:18 - ARLETE LEINDECKER OTTONI
30/06/2025;;171;71,21;;91005 - INSS 06/2025 col.:18 - ARLETE LEINDECKER OTTONI
30/06/2025;456;;63,31;;2005 - Atestado 06/2025 col.:18 - ARLETE LEINDECKER OTTONI
30/06/2025;;33;379,83;;903 - Adiantamento sem ded. IR 06/2025 col.:18 - ARLETE LEINDECKER OTTONI
30/06/2025;;456;56,97;;803 - Vale transporte 06/2025 col.:18 - ARLETE LEINDECKER OTTONI
30/06/2025;456;;886,27;;5 - Salário mensalista 06/2025 col.:18 - ARLETE LEINDECKER OTTONI
30/06/2025;;160;441,57;;Líquido Folha normal 06/2025 col.:18 - ARLETE LEINDECKER OTTONI
30/06/2025;468;172;268,98;;FGTS folha normal 06/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/06/2025;;184;24,47;;91505 - IR 06/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/06/2025;;171;296,88;;91005 - INSS 06/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/06/2025;;33;1.344,92;;903 - Adiantamento sem ded. IR 06/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/06/2025;;456;201,74;;803 - Vale transporte 06/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/06/2025;456;;3.362,31;;5 - Salário mensalista 06/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/06/2025;;160;1.494,30;;Líquido Folha normal 06/2025 col.:17 - GREICE MARIA DOS SANTOS MACHADO
30/06/2025;;171;1.216,96;;89105 - Desconto de situação auxílio doença 06/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
30/06/2025;171;;202,83;;81032 - Sit. aux. doença adic. insalubridade 06/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
30/06/2025;171;;1.014,13;;81005 - Situação auxílio doença 06/2025 col.:9 - TATIANE DA SILVA NUNES BARBOSA
30/06/2025;468;172;183,04;;FGTS folha normal 06/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/06/2025;;171;183,15;;91005 - INSS 06/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/06/2025;;33;915,24;;903 - Adiantamento sem ded. IR 06/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/06/2025;;456;137,29;;803 - Vale transporte 06/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/06/2025;456;;2.288,10;;5 - Salário mensalista 06/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/06/2025;;160;1.052,42;;Líquido Folha normal 06/2025 col.:8 - SILVIA TARUEL RITTES TOLEDO
30/06/2025;468;172;122,03;;FGTS folha normal 06/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
30/06/2025;;171;114,51;;91005 - INSS 06/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
30/06/2025;;33;610,16;;903 - Adiantamento sem ded. IR 06/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
30/06/2025;456;;1.525,40;;5 - Salário mensalista 06/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
30/06/2025;;160;800,73;;Líquido Folha normal 06/2025 col.:7 - MARIA ADRIANA SILVEIRA DA SILVA
30/06/2025;468;172;403,47;;FGTS Folha normal 06/2025 col.:1 - DENISE IENCZAK FERRI
30/06/2025;;184;322,67;;91505 - IR 06/2025 col.:1 - DENISE IENCZAK FERRI
30/06/2025;;171;515,66;;91005 - INSS 06/2025 col.:1 - DENISE IENCZAK FERRI
30/06/2025;;33;2.017,38;;903 - Adiantamento sem ded. IR 06/2025 col.:1 - DENISE IENCZAK FERRI
30/06/2025;456;;5.043,46;;5 - Salário mensalista 06/2025 col.:1 - DENISE IENCZAK FERRI
30/06/2025;;160;2.187,75;;Líquido Folha normal 06/2025 col.:1 - DENISE IENCZAK FERRI
01/04/2025;5;793;100;;DOAÇÕES
01/04/2025;5;786;30;;MENSALIDADE
01/04/2025;5;786;30;;MENSALIDADE
11/04/2025;5;786;30;;MENSALIDADE
03/04/2025;800;617;2.250,00;;FEIRA DO PEIXE
02/04/2025;800;617;1.750,00;;FEIRA DO PEIXE
01/04/2025;617;793;75;;BRECHÓ
01/04/2025;617;5;3.000,00;;DEPOSITO DINHEIRO
01/04/2025;617;5;2.000,00;;DEPOSITO DINHEIRO
01/04/2025;617;793;20;;RIFA
02/04/2025;465;617;143;;VALE TRANSPORTE
02/04/2025;465;617;195,6;;VALE TRANSPORTE
02/04/2025;465;617;211,9;;VALE TRANSPORTE
02/04/2025;162;617;2.421,83;;PGTO DE RESCISÃO
02/04/2025;565;617;9;;DOC/TED INTERNET PJ
02/04/2025;565;617;9;;DOC/TED INTERNET PJ
02/04/2025;565;617;9;;DOC/TED INTERNET PJ
03/04/2025;617;793;1.000,00;;FEIRA DO PEIXE
03/04/2025;617;793;1.250,00;;FEIRA DO PEIXE
04/04/2025;162;617;1.094,06;;PGTO DE RESCISÃO
04/04/2025;617;793;10;;RIFA
04/04/2025;617;793;1.487,08;;TROCO SOLIDÁRIO
04/04/2025;160;617;419,73;;PAGAMENTO DE SALÁRIOS
04/04/2025;160;617;419,73;;PAGAMENTO DE SALÁRIOS
04/04/2025;160;617;473,89;;PAGAMENTO DE SALÁRIOS
04/04/2025;160;617;1.536,96;;PAGAMENTO DE SALÁRIOS
04/04/2025;475;617;401,16;;CEEE
04/04/2025;565;617;9;;DOC/TED INTERNET PJ
04/04/2025;565;617;9;;DOC/TED INTERNET PJ
04/04/2025;565;617;9;;DOC/TED INTERNET PJ
04/04/2025;565;617;9;;DOC/TED INTERNET PJ
04/04/2025;565;617;9;;DOC/TED INTERNET PJ
04/04/2025;617;793;3.500,00;;FEIRA DO PEIXE
07/04/2025;617;793;500;;FEIRA DO PEIXE
07/04/2025;617;793;1.250,00;;FEIRA DO PEIXE
08/04/2025;617;786;180;;MENSALIDADE
08/04/2025;617;793;200;;RIFA
08/04/2025;617;793;20;;RIFA
08/04/2025;800;617;4.500,00;;TRANSFERÊNCIA ENTRE CONTAS
08/04/2025;490;617;400;;PGTO CONFECÇÃO FAIXA FEIRA PEIXE
08/04/2025;617;786;50;;MENSALIDADE
08/04/2025;617;793;1.000,00;;FEIRA DO PEIXE
09/04/2025;617;793;659,21;;TROCO SOLIDÁRIO
09/04/2025;617;793;3.000,00;;FEIRA DO PEIXE
09/04/2025;617;793;10;;RIFA
09/04/2025;617;793;10;;RIFA
09/04/2025;617;793;20;;BRECHÓ
09/04/2025;480;617;180;;TONNER
09/04/2025;800;617;2.000,00;;TRANSFERÊNCIA ENTRE CONTAS
09/04/2025;714;617;178,82;;L I G SEGURANÇA
10/04/2025;456;617;807,95;;COBRANÇA TERMINAL PERDIDO
10/04/2025;565;617;29;;CESTA DE RELACIONAMENTO
09/04/2025;617;793;2,02;;TROCO SOLIDÁRIO
09/04/2025;617;793;1,34;;TROCO SOLIDÁRIO
09/04/2025;617;793;0,13;;TROCO SOLIDÁRIO
09/04/2025;617;793;2,13;;TROCO SOLIDÁRIO
09/04/2025;617;793;0,1;;TROCO SOLIDÁRIO
09/04/2025;617;793;0,13;;TROCO SOLIDÁRIO
09/04/2025;617;793;13,5;;TROCO SOLIDÁRIO
09/04/2025;617;793;0,99;;TROCO SOLIDÁRIO
09/04/2025;617;793;0,49;;TROCO SOLIDÁRIO
09/04/2025;617;793;0,65;;TROCO SOLIDÁRIO
09/04/2025;617;793;1,51;;TROCO SOLIDÁRIO
09/04/2025;617;793;1,26;;TROCO SOLIDÁRIO
09/04/2025;617;793;0,06;;TROCO SOLIDÁRIO
09/04/2025;617;793;760,88;;TROCO SOLIDÁRIO
10/04/2025;617;793;30;;RIFA
10/04/2025;617;793;30;;RIFA
11/04/2025;469;617;2.407,43;;PGTO MULTA FGTS DE RESCISÃO
11/04/2025;617;7;6.000,00;;TRANSFERÊNCIA ENTRE CONTAS
11/04/2025;5;617;6.000,00;;ENTRADA DINHEIRO CAIXA
11/04/2025;800;617;1.300,00;;TRANSFERÊNCIA ENTRE CONTAS
11/04/2025;617;786;30;;MENSALIDADE
11/04/2025;617;793;25;;BRECHÓ
11/04/2025;617;793;1.250,00;;FEIRA DO PEIXE
14/04/2025;617;793;600;;FEIRA DO PEIXE
14/04/2025;617;793;1.500,00;;FEIRA DO PEIXE
14/04/2025;617;793;10;;RIFA
14/04/2025;617;793;10;;RIFA
14/04/2025;617;793;10;;RIFA
14/04/2025;617;793;30;;RIFA
14/04/2025;617;793;10;;RIFA
15/04/2025;98;617;739,1;;ALUGUEL DE MAQUINA DE CARTÃO
15/04/2025;83;617;500;;ACORDO TRABALHISTA
15/04/2025;83;617;500;;ACORDO TRABALHISTA
15/04/2025;83;617;500;;ACORDO TRABALHISTA
15/04/2025;83;617;500;;ACORDO TRABALHISTA
15/04/2025;83;617;500;;ACORDO TRABALHISTA
15/04/2025;83;617;500;;ACORDO TRABALHISTA
15/04/2025;83;617;500;;ACORDO TRABALHISTA
15/04/2025;83;617;500;;ACORDO TRABALHISTA
15/04/2025;617;793;1.500,00;;CREDITO TRANFERENCIA NF GAUCHA
15/04/2025;807;617;129,99;;VIVO
15/04/2025;617;793;100;;RIFA
15/04/2025;617;793;58;;BRECHÓ
15/04/2025;617;793;4;;BRECHÓ
15/04/2025;565;617;9;;DOC/TED INTERNET PJ
15/04/2025;565;617;9;;DOC/TED INTERNET PJ
15/04/2025;565;617;9;;DOC/TED INTERNET PJ
15/04/2025;565;617;9;;DOC/TED INTERNET PJ
15/04/2025;565;617;9;;DOC/TED INTERNET PJ
15/04/2025;565;617;9;;DOC/TED INTERNET PJ
15/04/2025;617;793;20;;RIFA
16/04/2025;617;5;0,01;;SICREDI DEBITO VISA
17/04/2025;160;617;361,06;;ADIANTAMENTO SALARIAL
17/04/2025;160;617;361,06;;ADIANTAMENTO SALARIAL
17/04/2025;160;617;361,06;;ADIANTAMENTO SALARIAL
17/04/2025;171;617;1.839,67;;INSS
17/04/2025;617;793;3.000,00;;FEIRA DO PEIXE
17/04/2025;565;617;9;;DOC/TED INTERNET PJ
17/04/2025;565;617;9;;DOC/TED INTERNET PJ
17/04/2025;565;617;9;;DOC/TED INTERNET PJ
22/04/2025;617;793;20;;RIFA
22/04/2025;617;793;40;;RIFA
22/04/2025;489;617;62,5;;ATIVA MEDICINA
22/04/2025;617;793;25;;BRECHÓ
22/04/2025;617;793;190;;RIFA
22/04/2025;617;793;140;;RIFA
24/04/2025;617;793;60;;RIFA
24/04/2025;617;793;250;;RIFA
28/04/2025;617;793;20;;RIFA
28/04/2025;617;793;10;;RIFA
29/04/2025;617;793;10;;RIFA
29/04/2025;617;793;10;;RIFA
30/04/2025;617;793;50;;RIFA
03/04/2025;489;800;12.000,00;;MONTAGEM DE ESTANDES FEIRA PEIXE
08/04/2025;489;800;5.500,00;;PGTO LOCAÇÃO TOLDOS PARA FEIRA PEIXE
09/04/2025;5;800;2.000,00;;ENTRADA DINHEIRO CAIXA
10/04/2025;565;800;29;;CESTA DE RELACIONAMENTO
11/04/2025;5;800;1.300,00;;ENTRADA DINHEIRO CAIXA
02/04/2025;615;776;1.000,00;;RESGATE AUTOMATICO
02/04/2025;565;615;12;;TARIFA DOC/TED
02/04/2025;565;615;12;;TARIFA DOC/TED
02/04/2025;565;615;12;;TARIFA DOC/TED
02/04/2025;465;615;326;;VALE TRANSPORTE
02/04/2025;465;615;326;;VALE TRANSPORTE
02/04/2025;465;615;324;;VALE TRANSPORTE
04/04/2025;615;776;6.250,00;;RESGATE AUTOMATICO
04/04/2025;565;615;12;;TARIFA DOC/TED
04/04/2025;565;615;12;;TARIFA DOC/TED
04/04/2025;565;615;12;;TARIFA DOC/TED
04/04/2025;565;615;12;;TARIFA DOC/TED
04/04/2025;565;615;12;;TARIFA DOC/TED
04/04/2025;160;615;2.106,90;;PAGAMENTO DE SALÁRIOS
04/04/2025;160;615;1.421,06;;PAGAMENTO DE SALÁRIOS
04/04/2025;160;615;1.001,52;;PAGAMENTO DE SALÁRIOS
04/04/2025;160;615;869,25;;PAGAMENTO DE SALÁRIOS
04/04/2025;160;615;761,25;;PAGAMENTO DE SALÁRIOS
08/04/2025;615;776;1.700,00;;RESGATE AUTOMATICO
08/04/2025;565;615;12;;TARIFA DOC/TED
08/04/2025;489;615;1.675,00;;PGTO PRO SOCIAL LOTARIO
09/04/2025;615;776;250;;RESGATE AUTOMATICO
09/04/2025;465;615;293,4;;VALE TRANSPORTE
16/04/2025;615;776;1.600,00;;RESGATE AUTOMATICO
16/04/2025;172;615;1.577,19;;FGTS PRO SOCIAL
17/04/2025;615;776;5.800,00;;RESGATE AUTOMATICO
17/04/2025;565;615;3,3;;TARIFA DOC/TED
17/04/2025;565;615;3,3;;TARIFA DOC/TED
17/04/2025;565;615;3,3;;TARIFA DOC/TED
17/04/2025;565;615;3,3;;TARIFA DOC/TED
17/04/2025;565;615;3,3;;TARIFA DOC/TED
17/04/2025;160;615;541,33;;ADIANTAMENTO SALARIAL
17/04/2025;160;615;1.917,66;;ADIANTAMENTO SALARIAL
17/04/2025;160;615;1.278,44;;ADIANTAMENTO SALARIAL
17/04/2025;160;615;870;;ADIANTAMENTO SALARIAL
17/04/2025;160;615;580;;ADIANTAMENTO SALARIAL
17/04/2025;160;615;580;;ADIANTAMENTO SALARIAL
22/04/2025;615;776;650;;RESGATE AUTOMATICO
22/04/2025;489;615;645;;PGTO SERVIÇOS DE TERCEIROS PESSOA JURIDICA
17/04/2025;812;5;541,33;;DEVOLUÇÃO TED ADIANTAMENTO SALARIO
17/04/2025;812;814;541,33;;RESGATE AUTOMATICO
17/04/2025;160;812;541,33;;ADIANTAMENTO SALARIAL
17/04/2025;5;812;541,33;;ADIANTAMENTO SALARIAL
22/04/2025;489;617;250,29;;ATIVA MEDICINA
02/04/2025;7;12;68,4;;BB RENDE FACIL
02/04/2025;565;7;68,4;;TARIFA MANUTENÇÃO CONTA
